TimeStamp,AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,FC5_THETA,FC5_ALPHA,FC5_LOW_BETA,FC5_HIGH_BETA,FC5_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,P7_THETA,P7_ALPHA,P7_LOW_BETA,P7_HIGH_BETA,P7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4
1531224835.565715,4.921426,2.347642,1.527905,1.541177,0.409509,1.253806,1.171660,1.536084,0.876780,0.321183,0.700467,1.416134,0.925694,0.499379,0.186643,1.117441,1.063382,0.690595,0.479786,0.219578,1.883402,1.474308,2.692857,2.545804,1.463889,0.476883,2.063576,1.545241,1.046549,0.597118,0.649275,3.883260,2.445946,0.959125,0.324867,1.191057,5.902888,5.861055,2.428140,0.473894,2.095093,2.741495,1.172683,1.149734,0.633640,3.831464,1.977009,1.656426,1.769170,0.762043,3.705936,3.354293,1.102569,1.249906,0.378454,3.087608,3.232714,1.530624,0.929585,0.316775,3.832303,2.273886,1.302474,1.177947,0.353772,2.992383,1.907229,1.512887,1.207512,0.332325,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224835.691900,5.187793,2.149239,1.141174,1.554044,0.391140,1.293136,0.990666,1.015277,0.822232,0.306864,0.720163,1.350289,0.712718,0.504099,0.175781,1.158667,1.064601,0.435227,0.401990,0.180640,1.791017,1.404505,2.274129,1.966016,1.398317,0.436981,1.918100,1.029650,1.019603,0.578563,0.668163,3.903979,2.323342,0.915874,0.290169,1.363939,5.845138,5.582183,3.201875,0.487422,2.020527,2.306509,1.370814,1.496075,0.622557,3.964284,1.557305,1.638435,1.792549,0.657951,3.420541,2.924326,0.828019,1.187439,0.343846,3.224256,2.868293,1.120189,1.012939,0.302137,3.874653,1.816285,0.965813,1.155413,0.340293,3.188430,1.549375,1.117192,1.260527,0.322927,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224835.817786,4.826921,1.916036,0.940216,1.500040,0.372234,1.295464,0.842808,0.625657,0.772736,0.293902,0.744522,1.247102,0.575549,0.524798,0.168339,1.100572,1.004986,0.262362,0.337574,0.143717,1.562285,1.308538,1.770895,1.511795,1.361928,0.394255,1.650843,0.733344,1.043615,0.554655,0.785778,3.556090,2.149872,0.915462,0.263414,1.493601,5.431220,5.076105,3.926926,0.501943,1.846075,1.870862,1.542105,1.917069,0.612187,3.817720,1.196549,1.674159,1.867887,0.577868,2.999864,2.566139,0.702989,1.140713,0.324535,3.224287,2.549951,0.867332,1.060502,0.295184,3.464019,1.465623,0.738215,1.124875,0.331722,3.113316,1.247735,0.904620,1.267276,0.315507,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224835.943871,3.996602,1.661748,0.915520,1.392016,0.363721,1.234418,0.737091,0.413833,0.724328,0.290793,0.767167,1.108337,0.520370,0.557116,0.169494,0.937354,0.886740,0.197459,0.292210,0.120881,1.251182,1.182359,1.336572,1.244483,1.356796,0.357011,1.318012,0.687108,1.099522,0.535848,0.953839,2.937010,1.919667,0.960459,0.252235,1.578217,4.944672,4.550671,4.373365,0.514827,1.615701,1.526285,1.670804,2.300306,0.609261,3.390331,0.938976,1.750143,1.941460,0.545502,2.572451,2.307782,0.703678,1.107840,0.329658,3.144247,2.290485,0.780653,1.062326,0.301121,2.734489,1.237725,0.622236,1.086763,0.334676,2.819930,1.047654,0.875147,1.220724,0.317755,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224836.070156,3.069767,1.404034,0.979979,1.247568,0.374301,1.121443,0.660544,0.351767,0.669038,0.303672,0.795548,0.955380,0.512650,0.585471,0.181627,0.717063,0.739380,0.222029,0.264819,0.119161,0.940298,1.049105,1.074528,1.159833,1.379346,0.337499,0.985517,0.813751,1.149068,0.529563,1.121770,2.212087,1.647808,1.044735,0.258763,1.684546,4.755601,4.188886,4.413191,0.520646,1.423554,1.364963,1.746732,2.527475,0.615180,2.837346,0.788173,1.826819,1.945944,0.564823,2.280459,2.119200,0.762167,1.064764,0.366329,3.090406,2.051273,0.796471,1.013900,0.322152,1.941324,1.101155,0.572079,1.031545,0.355477,2.451162,0.938397,0.948658,1.122080,0.336068,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224836.196242,2.316789,1.193503,1.068458,1.083289,0.405104,0.985211,0.610602,0.398582,0.602731,0.332945,0.827298,0.837750,0.514619,0.590555,0.203089,0.509768,0.610942,0.300174,0.248994,0.137843,0.694921,0.961312,1.007138,1.202924,1.419786,0.343992,0.711821,0.994841,1.155411,0.534547,1.256170,1.561614,1.371820,1.147682,0.278506,1.884258,5.190607,4.113971,4.067833,0.516235,1.356205,1.445292,1.769460,2.526753,0.626291,2.261305,0.722000,1.843459,1.844447,0.618966,2.121560,1.970529,0.827952,0.988588,0.434380,3.116708,1.815576,0.867129,0.925774,0.357134,1.325287,1.030445,0.544193,0.952024,0.395645,2.126022,0.902029,1.047629,0.984684,0.372779,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224836.322427,1.892200,1.098264,1.181147,0.918405,0.447138,0.865379,0.602258,0.530275,0.528035,0.371414,0.856496,0.814077,0.512185,0.559900,0.228261,0.363526,0.545484,0.399154,0.236365,0.168497,0.536323,0.965590,1.075865,1.293352,1.461105,0.386259,0.534502,1.129545,1.098038,0.539106,1.350020,1.118995,1.141829,1.238685,0.301360,2.244778,6.270253,4.298759,3.477702,0.504347,1.485263,1.729068,1.740210,2.301519,0.636314,1.798957,0.715880,1.750738,1.649164,0.678664,2.069678,1.867599,0.883866,0.877129,0.519888,3.214070,1.630446,0.995626,0.825888,0.400179,0.977831,1.025801,0.524419,0.853606,0.447288,1.904681,0.938740,1.145305,0.833585,0.422636,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224836.448212,1.778187,1.160075,1.351946,0.765755,0.483991,0.806921,0.648581,0.745856,0.449402,0.406058,0.878935,0.908048,0.515602,0.493077,0.249831,0.307804,0.553036,0.500470,0.221354,0.199566,0.466326,1.074412,1.185360,1.349295,1.482440,0.470639,0.461058,1.156115,0.979098,0.528617,1.392274,0.917593,0.986151,1.284821,0.317073,2.745918,7.717565,4.559771,2.831540,0.490204,1.829277,2.119326,1.658263,1.931957,0.639044,1.553438,0.802042,1.537824,1.412746,0.715920,2.053104,1.836629,0.938358,0.752454,0.596962,3.313746,1.571283,1.213907,0.744316,0.441760,0.887946,1.100322,0.534634,0.750453,0.493000,1.804666,1.056544,1.265208,0.692649,0.472973,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224836.574197,1.873936,1.353859,1.608384,0.641183,0.497243,0.821644,0.736269,1.027550,0.377054,0.423113,0.892456,1.075071,0.541110,0.409097,0.261025,0.322579,0.599802,0.587749,0.205884,0.221257,0.447072,1.258714,1.267387,1.339885,1.469206,0.584837,0.474832,1.069557,0.830279,0.496304,1.371857,0.916383,0.918176,1.259763,0.320694,3.265261,9.193201,4.709328,2.286915,0.478637,2.301816,2.505905,1.536777,1.541478,0.632612,1.571147,1.025209,1.245795,1.200252,0.714228,1.999973,1.868385,1.012957,0.651382,0.638904,3.357340,1.659260,1.552814,0.711377,0.471247,0.951839,1.229184,0.609109,0.665696,0.513245,1.798701,1.235077,1.438737,0.590074,0.507619,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224836.700483,2.093892,1.612994,1.962760,0.560236,0.474788,0.933808,0.825183,1.337746,0.325816,0.415577,0.901789,1.228371,0.608951,0.336923,0.257906,0.382800,0.638071,0.657557,0.197727,0.228510,0.454961,1.454477,1.330172,1.299254,1.417727,0.699290,0.537083,0.918503,0.697060,0.447343,1.302423,1.029975,0.926181,1.157876,0.313913,3.681614,10.364773,4.634602,1.910931,0.473312,2.775571,2.772980,1.413244,1.240203,0.621658,1.762542,1.393383,0.964575,1.056554,0.675506,1.884467,1.927738,1.136575,0.602347,0.631095,3.336584,1.860883,2.024660,0.735185,0.478399,1.066048,1.363179,0.781753,0.618984,0.496232,1.854275,1.444399,1.693844,0.543753,0.513255,4,4,4,4,4,4,4,4,4,4,4,4,4,4
